record_id,record_type,source_id,source_locator,canonical_state,publication_state,reconciliation_state,mobile_runtime_eligibility,variant_state,tamil_review_state,authority_reason,content_hash
RV02-MAXVALUE-20260825-AYODHYA-94-101-095-EVENT-001,EVENT,SRC-RV02-STOTRANIDHI-AYODHYA-S95,2.95.1-19,NON_CANONICAL,MOBILE_CANDIDATE_ONLY,RECONCILED,APPROVED,NONE,MACHINE_DRAFT_NEEDS_REVIEW,"Physical source registry and exact source locator cross-check passed; Set A source-id field normalization is documented in the v2 crosswalk. This is an isolated Mobile runtime candidate, not canonical promotion.",318147cfabd614ed89673067e63bd2ca3b66eff5fbf91b492fde0847e0252ee4
RV02-MAXVALUE-20260825-AYODHYA-94-101-095-DIALOGUE-001,DIALOGUE,SRC-RV02-STOTRANIDHI-AYODHYA-S95,2.95.1-19,NON_CANONICAL,MOBILE_CANDIDATE_ONLY,RECONCILED,APPROVED,NONE,MACHINE_DRAFT_NEEDS_REVIEW,"Physical source registry and exact source locator cross-check passed; Set A source-id field normalization is documented in the v2 crosswalk. This is an isolated Mobile runtime candidate, not canonical promotion.",f3a5daa792066340ea8e44495e29962bcf7a9d724362c6310c40962d0074da46
RV02-MAXVALUE-20260825-AYODHYA-94-101-095-CHARACTER-001,CHARACTER,SRC-RV02-STOTRANIDHI-AYODHYA-S95,2.95.1-19,NON_CANONICAL,MOBILE_CANDIDATE_ONLY,RECONCILED,APPROVED,NONE,MACHINE_DRAFT_NEEDS_REVIEW,"Physical source registry and exact source locator cross-check passed; Set A source-id field normalization is documented in the v2 crosswalk. This is an isolated Mobile runtime candidate, not canonical promotion.",94d6abb67e4b88d9ac6c0d7d4114bf0561d9425f5a6dbbd6c890e87bf6114b6a
RV02-MAXVALUE-20260825-AYODHYA-94-101-095-PLACE-001,PLACE,SRC-RV02-STOTRANIDHI-AYODHYA-S95,2.95.1-19,NON_CANONICAL,MOBILE_CANDIDATE_ONLY,RECONCILED,APPROVED,NONE,MACHINE_DRAFT_NEEDS_REVIEW,"Physical source registry and exact source locator cross-check passed; Set A source-id field normalization is documented in the v2 crosswalk. This is an isolated Mobile runtime candidate, not canonical promotion.",5d67a6e3065f6514a6f0565600de667283c8de311449f57dd4620da0b5334363
RV02-MAXVALUE-20260825-AYODHYA-94-101-095-JOURNEY-001,JOURNEY,SRC-RV02-STOTRANIDHI-AYODHYA-S95,2.95.1-19,NON_CANONICAL,MOBILE_CANDIDATE_ONLY,RECONCILED,APPROVED,NONE,MACHINE_DRAFT_NEEDS_REVIEW,"Physical source registry and exact source locator cross-check passed; Set A source-id field normalization is documented in the v2 crosswalk. This is an isolated Mobile runtime candidate, not canonical promotion.",a04c0947f25882ea96a1f5f829e9a6ea72f04256195d8422e9cacea8a72b50dd
RV02-MAXVALUE-20260825-AYODHYA-94-101-095-DHARMA_LESSON-001,DHARMA_LESSON,SRC-RV02-STOTRANIDHI-AYODHYA-S95,2.95.1-19,NON_CANONICAL,MOBILE_CANDIDATE_ONLY,RECONCILED,APPROVED,NONE,MACHINE_DRAFT_NEEDS_REVIEW,"Physical source registry and exact source locator cross-check passed; Set A source-id field normalization is documented in the v2 crosswalk. This is an isolated Mobile runtime candidate, not canonical promotion.",493f2954269a483bf6e02fa06dd1c713ed2c626ad2b3a957255f5e1ae69d2c08
RV02-MAXVALUE-20260825-AYODHYA-94-101-095-WISDOM-001,WISDOM,SRC-RV02-STOTRANIDHI-AYODHYA-S95,2.95.1-19,NON_CANONICAL,MOBILE_CANDIDATE_ONLY,RECONCILED,APPROVED,NONE,MACHINE_DRAFT_NEEDS_REVIEW,"Physical source registry and exact source locator cross-check passed; Set A source-id field normalization is documented in the v2 crosswalk. This is an isolated Mobile runtime candidate, not canonical promotion.",ad1054c6f4238d3f88282bbdfbcd49aeb32d422757759dca8824cbacf2ff8990
RV02-MAXVALUE-20260825-AYODHYA-94-101-095-TIMELINE_EVENT-001,TIMELINE_EVENT,SRC-RV02-STOTRANIDHI-AYODHYA-S95,2.95.1-19,NON_CANONICAL,MOBILE_CANDIDATE_ONLY,RECONCILED,APPROVED,NONE,MACHINE_DRAFT_NEEDS_REVIEW,"Physical source registry and exact source locator cross-check passed; Set A source-id field normalization is documented in the v2 crosswalk. This is an isolated Mobile runtime candidate, not canonical promotion.",97a80985d74d36f26bf400eec8b8e31f067b19e1ab0ad851bb8fafa967d5f78a
RV02-MAXVALUE-20260825-AYODHYA-94-101-096-SARGA-001,SARGA,SRC-RV02-STOTRANIDHI-AYODHYA-S96,2.96.1-30,NON_CANONICAL,MOBILE_CANDIDATE_ONLY,RECONCILED,APPROVED,NONE,MACHINE_DRAFT_NEEDS_REVIEW,"Physical source registry and exact source locator cross-check passed; Set A source-id field normalization is documented in the v2 crosswalk. This is an isolated Mobile runtime candidate, not canonical promotion.",b452b2df6e0839922a7668036114a3ef31f4bcb30a9d4966f21f8ecf05149bb6
RV02-MAXVALUE-20260825-AYODHYA-94-101-096-EVENT-001,EVENT,SRC-RV02-STOTRANIDHI-AYODHYA-S96,2.96.1-30,NON_CANONICAL,MOBILE_CANDIDATE_ONLY,RECONCILED,APPROVED,NONE,MACHINE_DRAFT_NEEDS_REVIEW,"Physical source registry and exact source locator cross-check passed; Set A source-id field normalization is documented in the v2 crosswalk. This is an isolated Mobile runtime candidate, not canonical promotion.",47e46ba461188859dcf9345f91f4861adec8679114a5c5356ed4dd065662c71d
RV02-MAXVALUE-20260825-AYODHYA-94-101-096-DIALOGUE-001,DIALOGUE,SRC-RV02-STOTRANIDHI-AYODHYA-S96,2.96.1-30,NON_CANONICAL,MOBILE_CANDIDATE_ONLY,RECONCILED,APPROVED,NONE,MACHINE_DRAFT_NEEDS_REVIEW,"Physical source registry and exact source locator cross-check passed; Set A source-id field normalization is documented in the v2 crosswalk. This is an isolated Mobile runtime candidate, not canonical promotion.",fcf6b4187237dbd6e34ee41dbcbd250363d3acaa6af908b9601b7c6c9ba069e5
RV02-MAXVALUE-20260825-AYODHYA-94-101-096-CHARACTER-001,CHARACTER,SRC-RV02-STOTRANIDHI-AYODHYA-S96,2.96.1-30,NON_CANONICAL,MOBILE_CANDIDATE_ONLY,RECONCILED,APPROVED,NONE,MACHINE_DRAFT_NEEDS_REVIEW,"Physical source registry and exact source locator cross-check passed; Set A source-id field normalization is documented in the v2 crosswalk. This is an isolated Mobile runtime candidate, not canonical promotion.",4d13fb2096eb277ea8f0f3cf83af4cd725bf37083b96b3e35023328c7c803caa
RV02-MAXVALUE-20260825-AYODHYA-94-101-096-PLACE-001,PLACE,SRC-RV02-STOTRANIDHI-AYODHYA-S96,2.96.1-30,NON_CANONICAL,MOBILE_CANDIDATE_ONLY,RECONCILED,APPROVED,NONE,MACHINE_DRAFT_NEEDS_REVIEW,"Physical source registry and exact source locator cross-check passed; Set A source-id field normalization is documented in the v2 crosswalk. This is an isolated Mobile runtime candidate, not canonical promotion.",558f1a346361e71933021ee3b7979b4eb5daa0cbb69411f74be5da4393b86b9c
RV02-MAXVALUE-20260825-AYODHYA-94-101-096-JOURNEY-001,JOURNEY,SRC-RV02-STOTRANIDHI-AYODHYA-S96,2.96.1-30,NON_CANONICAL,MOBILE_CANDIDATE_ONLY,RECONCILED,APPROVED,NONE,MACHINE_DRAFT_NEEDS_REVIEW,"Physical source registry and exact source locator cross-check passed; Set A source-id field normalization is documented in the v2 crosswalk. This is an isolated Mobile runtime candidate, not canonical promotion.",85c5bce597fb92bcc2073d0d7a158ac78d67dabc410350132c89de3043ef3bf6
RV02-MAXVALUE-20260825-AYODHYA-94-101-096-DHARMA_LESSON-001,DHARMA_LESSON,SRC-RV02-STOTRANIDHI-AYODHYA-S96,2.96.1-30,NON_CANONICAL,MOBILE_CANDIDATE_ONLY,RECONCILED,APPROVED,NONE,MACHINE_DRAFT_NEEDS_REVIEW,"Physical source registry and exact source locator cross-check passed; Set A source-id field normalization is documented in the v2 crosswalk. This is an isolated Mobile runtime candidate, not canonical promotion.",a617f1e35bf21cb5b5408d57413b3853a5d67f8d12654f2e4db8bb643076ea81
RV02-MAXVALUE-20260825-AYODHYA-94-101-096-WISDOM-001,WISDOM,SRC-RV02-STOTRANIDHI-AYODHYA-S96,2.96.1-30,NON_CANONICAL,MOBILE_CANDIDATE_ONLY,RECONCILED,APPROVED,NONE,MACHINE_DRAFT_NEEDS_REVIEW,"Physical source registry and exact source locator cross-check passed; Set A source-id field normalization is documented in the v2 crosswalk. This is an isolated Mobile runtime candidate, not canonical promotion.",17cbc80c9fb8af2bfa41cf884677945c1de838a6dbc9a9f7a1724d360a0c5c89
RV02-MAXVALUE-20260825-AYODHYA-94-101-096-TIMELINE_EVENT-001,TIMELINE_EVENT,SRC-RV02-STOTRANIDHI-AYODHYA-S96,2.96.1-30,NON_CANONICAL,MOBILE_CANDIDATE_ONLY,RECONCILED,APPROVED,NONE,MACHINE_DRAFT_NEEDS_REVIEW,"Physical source registry and exact source locator cross-check passed; Set A source-id field normalization is documented in the v2 crosswalk. This is an isolated Mobile runtime candidate, not canonical promotion.",cd05d0d36a43f8ae920a1bf40742885b06e46850846ed3456ddf9dc8b3111be4
RV02-MAXVALUE-20260825-AYODHYA-94-101-097-SARGA-001,SARGA,SRC-RV02-STOTRANIDHI-AYODHYA-S97,2.97.1-31,NON_CANONICAL,MOBILE_CANDIDATE_ONLY,RECONCILED,APPROVED,NONE,MACHINE_DRAFT_NEEDS_REVIEW,"Physical source registry and exact source locator cross-check passed; Set A source-id field normalization is documented in the v2 crosswalk. This is an isolated Mobile runtime candidate, not canonical promotion.",8339c2205a7d29f9fd2169408cb54742b5b8c5a7cf1258d0441ea015ca8c061e
RV02-MAXVALUE-20260825-AYODHYA-94-101-097-EVENT-001,EVENT,SRC-RV02-STOTRANIDHI-AYODHYA-S97,2.97.1-31,NON_CANONICAL,MOBILE_CANDIDATE_ONLY,RECONCILED,APPROVED,NONE,MACHINE_DRAFT_NEEDS_REVIEW,"Physical source registry and exact source locator cross-check passed; Set A source-id field normalization is documented in the v2 crosswalk. This is an isolated Mobile runtime candidate, not canonical promotion.",36ed892718fd1d225ff19c4288156b53207740018631114ef36712ef63fb0d6d
RV02-MAXVALUE-20260825-AYODHYA-94-101-097-DIALOGUE-001,DIALOGUE,SRC-RV02-STOTRANIDHI-AYODHYA-S97,2.97.1-31,NON_CANONICAL,MOBILE_CANDIDATE_ONLY,RECONCILED,APPROVED,NONE,MACHINE_DRAFT_NEEDS_REVIEW,"Physical source registry and exact source locator cross-check passed; Set A source-id field normalization is documented in the v2 crosswalk. This is an isolated Mobile runtime candidate, not canonical promotion.",5702eca651dac7f155752c44301ac574a78c72bb80bba4580d6d5a240c25be38
RV02-MAXVALUE-20260825-AYODHYA-94-101-097-CHARACTER-001,CHARACTER,SRC-RV02-STOTRANIDHI-AYODHYA-S97,2.97.1-31,NON_CANONICAL,MOBILE_CANDIDATE_ONLY,RECONCILED,APPROVED,NONE,MACHINE_DRAFT_NEEDS_REVIEW,"Physical source registry and exact source locator cross-check passed; Set A source-id field normalization is documented in the v2 crosswalk. This is an isolated Mobile runtime candidate, not canonical promotion.",544f8a27649d0243169893fb33f2f5ed1d01041b79002734e2f5b911d40c84a7
RV02-MAXVALUE-20260825-AYODHYA-94-101-097-PLACE-001,PLACE,SRC-RV02-STOTRANIDHI-AYODHYA-S97,2.97.1-31,NON_CANONICAL,MOBILE_CANDIDATE_ONLY,RECONCILED,APPROVED,NONE,MACHINE_DRAFT_NEEDS_REVIEW,"Physical source registry and exact source locator cross-check passed; Set A source-id field normalization is documented in the v2 crosswalk. This is an isolated Mobile runtime candidate, not canonical promotion.",60a08218bf48a56c3db9684d530e352b235e885874b473df009b05689e1760d4
RV02-MAXVALUE-20260825-AYODHYA-94-101-097-JOURNEY-001,JOURNEY,SRC-RV02-STOTRANIDHI-AYODHYA-S97,2.97.1-31,NON_CANONICAL,MOBILE_CANDIDATE_ONLY,RECONCILED,APPROVED,NONE,MACHINE_DRAFT_NEEDS_REVIEW,"Physical source registry and exact source locator cross-check passed; Set A source-id field normalization is documented in the v2 crosswalk. This is an isolated Mobile runtime candidate, not canonical promotion.",e6571ee7dd0a0c9026e7905efbfadfcaa97d6acd423cb0c56023c85d0e8e86f7
RV02-MAXVALUE-20260825-AYODHYA-94-101-097-DHARMA_LESSON-001,DHARMA_LESSON,SRC-RV02-STOTRANIDHI-AYODHYA-S97,2.97.1-31,NON_CANONICAL,MOBILE_CANDIDATE_ONLY,RECONCILED,APPROVED,NONE,MACHINE_DRAFT_NEEDS_REVIEW,"Physical source registry and exact source locator cross-check passed; Set A source-id field normalization is documented in the v2 crosswalk. This is an isolated Mobile runtime candidate, not canonical promotion.",6fa1075f2ac5bf02b3fd2a70983711c78552046fef33b5674655119caeb6b155
RV02-MAXVALUE-20260825-AYODHYA-94-101-097-WISDOM-001,WISDOM,SRC-RV02-STOTRANIDHI-AYODHYA-S97,2.97.1-31,NON_CANONICAL,MOBILE_CANDIDATE_ONLY,RECONCILED,APPROVED,NONE,MACHINE_DRAFT_NEEDS_REVIEW,"Physical source registry and exact source locator cross-check passed; Set A source-id field normalization is documented in the v2 crosswalk. This is an isolated Mobile runtime candidate, not canonical promotion.",ed1c859dfab0c0ed216b9471e898f7357cc2e2d7949a9e23c14fdef6eaf9c22d
RV02-MAXVALUE-20260825-AYODHYA-94-101-097-TIMELINE_EVENT-001,TIMELINE_EVENT,SRC-RV02-STOTRANIDHI-AYODHYA-S97,2.97.1-31,NON_CANONICAL,MOBILE_CANDIDATE_ONLY,RECONCILED,APPROVED,NONE,MACHINE_DRAFT_NEEDS_REVIEW,"Physical source registry and exact source locator cross-check passed; Set A source-id field normalization is documented in the v2 crosswalk. This is an isolated Mobile runtime candidate, not canonical promotion.",f4e824c75ceb7220d21a0cf5df68103c308473c2f367cfb14641c21c6f2a7f94
RV02-MAXVALUE-20260825-AYODHYA-94-101-098-SARGA-001,SARGA,SRC-RV02-STOTRANIDHI-AYODHYA-S98,2.98.1-18,NON_CANONICAL,MOBILE_CANDIDATE_ONLY,RECONCILED,APPROVED,NONE,MACHINE_DRAFT_NEEDS_REVIEW,"Physical source registry and exact source locator cross-check passed; Set A source-id field normalization is documented in the v2 crosswalk. This is an isolated Mobile runtime candidate, not canonical promotion.",05493c49ad57ae9683eddce006dd31faa236c208c2e14cebd83e20e74c4c7939
RV02-MAXVALUE-20260825-AYODHYA-94-101-098-EVENT-001,EVENT,SRC-RV02-STOTRANIDHI-AYODHYA-S98,2.98.1-18,NON_CANONICAL,MOBILE_CANDIDATE_ONLY,RECONCILED,APPROVED,NONE,MACHINE_DRAFT_NEEDS_REVIEW,"Physical source registry and exact source locator cross-check passed; Set A source-id field normalization is documented in the v2 crosswalk. This is an isolated Mobile runtime candidate, not canonical promotion.",8ca581dc6cebda9ce97ca8f31102353d3c89f6ba3358bf920c1119e4f599e17b
RV02-MAXVALUE-20260825-AYODHYA-94-101-098-DIALOGUE-001,DIALOGUE,SRC-RV02-STOTRANIDHI-AYODHYA-S98,2.98.1-18,NON_CANONICAL,MOBILE_CANDIDATE_ONLY,RECONCILED,APPROVED,NONE,MACHINE_DRAFT_NEEDS_REVIEW,"Physical source registry and exact source locator cross-check passed; Set A source-id field normalization is documented in the v2 crosswalk. This is an isolated Mobile runtime candidate, not canonical promotion.",68cd287cb0c51d03643751148106000d900102c68bbba24c7d179f44183c32de
RV02-MAXVALUE-20260825-AYODHYA-94-101-098-CHARACTER-001,CHARACTER,SRC-RV02-STOTRANIDHI-AYODHYA-S98,2.98.1-18,NON_CANONICAL,MOBILE_CANDIDATE_ONLY,RECONCILED,APPROVED,NONE,MACHINE_DRAFT_NEEDS_REVIEW,"Physical source registry and exact source locator cross-check passed; Set A source-id field normalization is documented in the v2 crosswalk. This is an isolated Mobile runtime candidate, not canonical promotion.",fbbebb014fb9be93d8e7634d6e921d03ec1ed9e706cda100276558ac66578fb9
RV02-MAXVALUE-20260825-AYODHYA-94-101-098-PLACE-001,PLACE,SRC-RV02-STOTRANIDHI-AYODHYA-S98,2.98.1-18,NON_CANONICAL,MOBILE_CANDIDATE_ONLY,RECONCILED,APPROVED,NONE,MACHINE_DRAFT_NEEDS_REVIEW,"Physical source registry and exact source locator cross-check passed; Set A source-id field normalization is documented in the v2 crosswalk. This is an isolated Mobile runtime candidate, not canonical promotion.",66f70b79316234d3c3dfa732123c831ffa4656a8d811031bada3f7aa50cba9a7
RV02-MAXVALUE-20260825-AYODHYA-94-101-098-JOURNEY-001,JOURNEY,SRC-RV02-STOTRANIDHI-AYODHYA-S98,2.98.1-18,NON_CANONICAL,MOBILE_CANDIDATE_ONLY,RECONCILED,APPROVED,NONE,MACHINE_DRAFT_NEEDS_REVIEW,"Physical source registry and exact source locator cross-check passed; Set A source-id field normalization is documented in the v2 crosswalk. This is an isolated Mobile runtime candidate, not canonical promotion.",51fc72fc4e76d530be4d962493eaf0d05d571679fb724b448f16668a3ff5346f
RV02-MAXVALUE-20260825-AYODHYA-94-101-098-DHARMA_LESSON-001,DHARMA_LESSON,SRC-RV02-STOTRANIDHI-AYODHYA-S98,2.98.1-18,NON_CANONICAL,MOBILE_CANDIDATE_ONLY,RECONCILED,APPROVED,NONE,MACHINE_DRAFT_NEEDS_REVIEW,"Physical source registry and exact source locator cross-check passed; Set A source-id field normalization is documented in the v2 crosswalk. This is an isolated Mobile runtime candidate, not canonical promotion.",b1ccebc21e823dd840242484de585d242f84fc7e3e433b89f7f294a60e5138ec
RV02-MAXVALUE-20260825-AYODHYA-94-101-098-WISDOM-001,WISDOM,SRC-RV02-STOTRANIDHI-AYODHYA-S98,2.98.1-18,NON_CANONICAL,MOBILE_CANDIDATE_ONLY,RECONCILED,APPROVED,NONE,MACHINE_DRAFT_NEEDS_REVIEW,"Physical source registry and exact source locator cross-check passed; Set A source-id field normalization is documented in the v2 crosswalk. This is an isolated Mobile runtime candidate, not canonical promotion.",d8808130c58252af91bd41858b9ec21fc37b8ba9c94e98ff4145f2fb81c4fbd8
RV02-MAXVALUE-20260825-AYODHYA-94-101-098-TIMELINE_EVENT-001,TIMELINE_EVENT,SRC-RV02-STOTRANIDHI-AYODHYA-S98,2.98.1-18,NON_CANONICAL,MOBILE_CANDIDATE_ONLY,RECONCILED,APPROVED,NONE,MACHINE_DRAFT_NEEDS_REVIEW,"Physical source registry and exact source locator cross-check passed; Set A source-id field normalization is documented in the v2 crosswalk. This is an isolated Mobile runtime candidate, not canonical promotion.",edfe6206c627e779abaca444b6a451b37c9dd1c077ff2bde0fb2f3533c8ae836
RV02-MAXVALUE-20260825-AYODHYA-94-101-099-SARGA-001,SARGA,SRC-RV02-STOTRANIDHI-AYODHYA-S99,2.99.1-42,NON_CANONICAL,MOBILE_CANDIDATE_ONLY,RECONCILED,APPROVED,NONE,MACHINE_DRAFT_NEEDS_REVIEW,"Physical source registry and exact source locator cross-check passed; Set A source-id field normalization is documented in the v2 crosswalk. This is an isolated Mobile runtime candidate, not canonical promotion.",bbaa42e5527685a9e75df7c672fb222be1d261baa6f59c19d63f81b609c543d1
RV02-MAXVALUE-20260825-AYODHYA-94-101-099-EVENT-001,EVENT,SRC-RV02-STOTRANIDHI-AYODHYA-S99,2.99.1-42,NON_CANONICAL,MOBILE_CANDIDATE_ONLY,RECONCILED,APPROVED,NONE,MACHINE_DRAFT_NEEDS_REVIEW,"Physical source registry and exact source locator cross-check passed; Set A source-id field normalization is documented in the v2 crosswalk. This is an isolated Mobile runtime candidate, not canonical promotion.",c762eab32159d855f5253a1acef84ecd45f2feaead8f8592a944648dafa518b9
RV02-MAXVALUE-20260825-AYODHYA-94-101-099-DIALOGUE-001,DIALOGUE,SRC-RV02-STOTRANIDHI-AYODHYA-S99,2.99.1-42,NON_CANONICAL,MOBILE_CANDIDATE_ONLY,RECONCILED,APPROVED,NONE,MACHINE_DRAFT_NEEDS_REVIEW,"Physical source registry and exact source locator cross-check passed; Set A source-id field normalization is documented in the v2 crosswalk. This is an isolated Mobile runtime candidate, not canonical promotion.",8ac365e439235b83f1594b217cfbd185c1b836df5d39e344958c4df063d0321d
RV02-MAXVALUE-20260825-AYODHYA-94-101-099-CHARACTER-001,CHARACTER,SRC-RV02-STOTRANIDHI-AYODHYA-S99,2.99.1-42,NON_CANONICAL,MOBILE_CANDIDATE_ONLY,RECONCILED,APPROVED,NONE,MACHINE_DRAFT_NEEDS_REVIEW,"Physical source registry and exact source locator cross-check passed; Set A source-id field normalization is documented in the v2 crosswalk. This is an isolated Mobile runtime candidate, not canonical promotion.",1ff42cfca0180d074e839640183dfaddb921c96d40f6db0f3d45be5674092f09
RV02-MAXVALUE-20260825-AYODHYA-94-101-099-PLACE-001,PLACE,SRC-RV02-STOTRANIDHI-AYODHYA-S99,2.99.1-42,NON_CANONICAL,MOBILE_CANDIDATE_ONLY,RECONCILED,APPROVED,NONE,MACHINE_DRAFT_NEEDS_REVIEW,"Physical source registry and exact source locator cross-check passed; Set A source-id field normalization is documented in the v2 crosswalk. This is an isolated Mobile runtime candidate, not canonical promotion.",e13f5f6f327a7d4731d2fc25f78b562e052796573d13a2257871b26ea896b056
RV02-MAXVALUE-20260825-AYODHYA-94-101-099-JOURNEY-001,JOURNEY,SRC-RV02-STOTRANIDHI-AYODHYA-S99,2.99.1-42,NON_CANONICAL,MOBILE_CANDIDATE_ONLY,RECONCILED,APPROVED,NONE,MACHINE_DRAFT_NEEDS_REVIEW,"Physical source registry and exact source locator cross-check passed; Set A source-id field normalization is documented in the v2 crosswalk. This is an isolated Mobile runtime candidate, not canonical promotion.",e04efe59dbe7e396d965dcb3024b03627f2c6ae1ddff6adc31e615f328dd4a10
RV02-MAXVALUE-20260825-AYODHYA-94-101-099-DHARMA_LESSON-001,DHARMA_LESSON,SRC-RV02-STOTRANIDHI-AYODHYA-S99,2.99.1-42,NON_CANONICAL,MOBILE_CANDIDATE_ONLY,RECONCILED,APPROVED,NONE,MACHINE_DRAFT_NEEDS_REVIEW,"Physical source registry and exact source locator cross-check passed; Set A source-id field normalization is documented in the v2 crosswalk. This is an isolated Mobile runtime candidate, not canonical promotion.",471c203f887e0d0526ed4038aa6822c9049849d55eaf2354e17984595e65a8e4
