recordId,recordType,kanda,sarga,source,locator,description,tamilDraftStatus,whySafeNew,confidence,risk,recommendedDecision,ownerDecision
"STAGING-ARANYA-SARGA-19-2026","","Aranya Kanda",19,["VALMIKI_RAMAYANA_ARANYA_KANDA","SANSKRIT_DOCUMENTS_VALMIKI","READRAMAYANA_GITA_PRESS_COMPARISON"],"3.19.1 to 3.19.30","Encounter with the Great Eagle Jatayu","EDITORIAL_DRAFT_READY_FOR_HUMAN_REVIEW","Independent source evidence, explicit locator, authority fields, stable ID, and no canonical target.",0.98,"STANDARD_OWNER_REVIEW","APPROVE",""
"STAGING-ARANYA-SARGA-2-2026","","Aranya Kanda",2,["VALMIKI_RAMAYANA_ARANYA_KANDA","SANSKRIT_DOCUMENTS_VALMIKI","READRAMAYANA_GITA_PRESS_COMPARISON"],"3.2.1 to 3.2.35","Visit to the Hermitages of Dandaka Ascetics","EDITORIAL_DRAFT_READY_FOR_HUMAN_REVIEW","Independent source evidence, explicit locator, authority fields, stable ID, and no canonical target.",0.98,"STANDARD_OWNER_REVIEW","APPROVE",""
"STAGING-ARANYA-SARGA-20-2026","","Aranya Kanda",20,["VALMIKI_RAMAYANA_ARANYA_KANDA","SANSKRIT_DOCUMENTS_VALMIKI","READRAMAYANA_GITA_PRESS_COMPARISON"],"3.20.1 to 3.20.35","Construction of the Leaf Cottage at Panchavati","EDITORIAL_DRAFT_READY_FOR_HUMAN_REVIEW","Independent source evidence, explicit locator, authority fields, stable ID, and no canonical target.",0.98,"STANDARD_OWNER_REVIEW","APPROVE",""
"STAGING-ARANYA-SARGA-21-2026","","Aranya Kanda",21,["VALMIKI_RAMAYANA_ARANYA_KANDA","SANSKRIT_DOCUMENTS_VALMIKI","READRAMAYANA_GITA_PRESS_COMPARISON"],"3.21.1 to 3.21.30","Surpanakha Observes Rama at Panchavati","EDITORIAL_DRAFT_READY_FOR_HUMAN_REVIEW","Independent source evidence, explicit locator, authority fields, stable ID, and no canonical target.",0.98,"STANDARD_OWNER_REVIEW","APPROVE",""
"STAGING-ARANYA-SARGA-22-2026","","Aranya Kanda",22,["VALMIKI_RAMAYANA_ARANYA_KANDA","SANSKRIT_DOCUMENTS_VALMIKI","READRAMAYANA_GITA_PRESS_COMPARISON"],"3.22.1 to 3.22.32","Surpanakha Approaches Rama with Desires","EDITORIAL_DRAFT_READY_FOR_HUMAN_REVIEW","Independent source evidence, explicit locator, authority fields, stable ID, and no canonical target.",0.98,"STANDARD_OWNER_REVIEW","APPROVE",""
"STAGING-ARANYA-SARGA-23-2026","","Aranya Kanda",23,["VALMIKI_RAMAYANA_ARANYA_KANDA","SANSKRIT_DOCUMENTS_VALMIKI","READRAMAYANA_GITA_PRESS_COMPARISON"],"3.23.1 to 3.23.30","Surpanakha Redirects to Lakshmana","EDITORIAL_DRAFT_READY_FOR_HUMAN_REVIEW","Independent source evidence, explicit locator, authority fields, stable ID, and no canonical target.",0.98,"STANDARD_OWNER_REVIEW","APPROVE",""
"STAGING-ARANYA-SARGA-24-2026","","Aranya Kanda",24,["VALMIKI_RAMAYANA_ARANYA_KANDA","SANSKRIT_DOCUMENTS_VALMIKI","READRAMAYANA_GITA_PRESS_COMPARISON"],"3.24.1 to 3.24.35","Lakshmana Mutilates Surpanakha","EDITORIAL_DRAFT_READY_FOR_HUMAN_REVIEW","Independent source evidence, explicit locator, authority fields, stable ID, and no canonical target.",0.98,"STANDARD_OWNER_REVIEW","APPROVE",""
"STAGING-ARANYA-SARGA-25-2026","","Aranya Kanda",25,["VALMIKI_RAMAYANA_ARANYA_KANDA","SANSKRIT_DOCUMENTS_VALMIKI","READRAMAYANA_GITA_PRESS_COMPARISON"],"3.25.1 to 3.25.30","Surpanakha Incites Khara in Janasthana","EDITORIAL_DRAFT_READY_FOR_HUMAN_REVIEW","Independent source evidence, explicit locator, authority fields, stable ID, and no canonical target.",0.98,"STANDARD_OWNER_REVIEW","APPROVE",""
"STAGING-ARANYA-SARGA-26-2026","","Aranya Kanda",26,["VALMIKI_RAMAYANA_ARANYA_KANDA","SANSKRIT_DOCUMENTS_VALMIKI","READRAMAYANA_GITA_PRESS_COMPARISON"],"3.26.1 to 3.26.32","Khara Sends 14 Rakshasa Warriors","EDITORIAL_DRAFT_READY_FOR_HUMAN_REVIEW","Independent source evidence, explicit locator, authority fields, stable ID, and no canonical target.",0.98,"STANDARD_OWNER_REVIEW","APPROVE",""
"STAGING-ARANYA-SARGA-27-2026","","Aranya Kanda",27,["VALMIKI_RAMAYANA_ARANYA_KANDA","SANSKRIT_DOCUMENTS_VALMIKI","READRAMAYANA_GITA_PRESS_COMPARISON"],"3.27.1 to 3.27.30","Rama Eliminates the 14 Vanguard Warriors","EDITORIAL_DRAFT_READY_FOR_HUMAN_REVIEW","Independent source evidence, explicit locator, authority fields, stable ID, and no canonical target.",0.98,"STANDARD_OWNER_REVIEW","APPROVE",""
"STAGING-ARANYA-SARGA-28-2026","","Aranya Kanda",28,["VALMIKI_RAMAYANA_ARANYA_KANDA","SANSKRIT_DOCUMENTS_VALMIKI","READRAMAYANA_GITA_PRESS_COMPARISON"],"3.28.1 to 3.28.35","Surpanakha Returns Enraged; Khara Mobilizes Army","EDITORIAL_DRAFT_READY_FOR_HUMAN_REVIEW","Independent source evidence, explicit locator, authority fields, stable ID, and no canonical target.",0.98,"STANDARD_OWNER_REVIEW","APPROVE",""
"STAGING-ARANYA-SARGA-29-2026","","Aranya Kanda",29,["VALMIKI_RAMAYANA_ARANYA_KANDA","SANSKRIT_DOCUMENTS_VALMIKI","READRAMAYANA_GITA_PRESS_COMPARISON"],"3.29.1 to 3.29.30","Akampana Escapes and Reports Rama's Prowess","EDITORIAL_DRAFT_READY_FOR_HUMAN_REVIEW","Independent source evidence, explicit locator, authority fields, stable ID, and no canonical target.",0.98,"STANDARD_OWNER_REVIEW","APPROVE",""
"STAGING-ARANYA-SARGA-3-2026","","Aranya Kanda",3,["VALMIKI_RAMAYANA_ARANYA_KANDA","SANSKRIT_DOCUMENTS_VALMIKI","READRAMAYANA_GITA_PRESS_COMPARISON"],"3.3.1 to 3.3.30","Encounter with Sage Agastya's Disciples","EDITORIAL_DRAFT_READY_FOR_HUMAN_REVIEW","Independent source evidence, explicit locator, authority fields, stable ID, and no canonical target.",0.98,"STANDARD_OWNER_REVIEW","APPROVE",""
"STAGING-ARANYA-SARGA-30-2026","","Aranya Kanda",30,["VALMIKI_RAMAYANA_ARANYA_KANDA","SANSKRIT_DOCUMENTS_VALMIKI","READRAMAYANA_GITA_PRESS_COMPARISON"],"3.30.1 to 3.30.35","Khara Commands the Host of 14,000 Demons","EDITORIAL_DRAFT_READY_FOR_HUMAN_REVIEW","Independent source evidence, explicit locator, authority fields, stable ID, and no canonical target.",0.98,"STANDARD_OWNER_REVIEW","APPROVE",""
"STAGING-ARANYA-SARGA-31-2026","","Aranya Kanda",31,["VALMIKI_RAMAYANA_ARANYA_KANDA","SANSKRIT_DOCUMENTS_VALMIKI","READRAMAYANA_GITA_PRESS_COMPARISON"],"3.31.1 to 3.31.35","Khara Marches with 14,000 Demons Toward Panchavati","EDITORIAL_DRAFT_READY_FOR_HUMAN_REVIEW","Independent source evidence, explicit locator, authority fields, stable ID, and no canonical target.",0.98,"STANDARD_OWNER_REVIEW","APPROVE",""
"STAGING-ARANYA-SARGA-32-2026","","Aranya Kanda",32,["VALMIKI_RAMAYANA_ARANYA_KANDA","SANSKRIT_DOCUMENTS_VALMIKI","READRAMAYANA_GITA_PRESS_COMPARISON"],"3.32.1 to 3.32.30","Inauspicious Omens Forewarn Khara","EDITORIAL_DRAFT_READY_FOR_HUMAN_REVIEW","Independent source evidence, explicit locator, authority fields, stable ID, and no canonical target.",0.98,"STANDARD_OWNER_REVIEW","APPROVE",""
"STAGING-ARANYA-SARGA-33-2026","","Aranya Kanda",33,["VALMIKI_RAMAYANA_ARANYA_KANDA","SANSKRIT_DOCUMENTS_VALMIKI","READRAMAYANA_GITA_PRESS_COMPARISON"],"3.33.1 to 3.33.32","Sita Sees Terrifying Omens and Advises Rama","EDITORIAL_DRAFT_READY_FOR_HUMAN_REVIEW","Independent source evidence, explicit locator, authority fields, stable ID, and no canonical target.",0.98,"STANDARD_OWNER_REVIEW","APPROVE",""
"STAGING-ARANYA-SARGA-34-2026","","Aranya Kanda",34,["VALMIKI_RAMAYANA_ARANYA_KANDA","SANSKRIT_DOCUMENTS_VALMIKI","READRAMAYANA_GITA_PRESS_COMPARISON"],"3.34.1 to 3.34.30","Rama Reassures Sita and Prepares for Battle","EDITORIAL_DRAFT_READY_FOR_HUMAN_REVIEW","Independent source evidence, explicit locator, authority fields, stable ID, and no canonical target.",0.98,"STANDARD_OWNER_REVIEW","APPROVE",""
"STAGING-ARANYA-SARGA-35-2026","","Aranya Kanda",35,["VALMIKI_RAMAYANA_ARANYA_KANDA","SANSKRIT_DOCUMENTS_VALMIKI","READRAMAYANA_GITA_PRESS_COMPARISON"],"3.35.1 to 3.35.35","Demonic Army Arrives at Panchavati Borders","EDITORIAL_DRAFT_READY_FOR_HUMAN_REVIEW","Independent source evidence, explicit locator, authority fields, stable ID, and no canonical target.",0.98,"STANDARD_OWNER_REVIEW","APPROVE",""
"STAGING-ARANYA-SARGA-36-2026","","Aranya Kanda",36,["VALMIKI_RAMAYANA_ARANYA_KANDA","SANSKRIT_DOCUMENTS_VALMIKI","READRAMAYANA_GITA_PRESS_COMPARISON"],"3.36.1 to 3.36.30","Fierce Skirmish Begins Between Rama and Demons","EDITORIAL_DRAFT_READY_FOR_HUMAN_REVIEW","Independent source evidence, explicit locator, authority fields, stable ID, and no canonical target.",0.98,"STANDARD_OWNER_REVIEW","APPROVE",""
"STAGING-ARANYA-SARGA-37-2026","","Aranya Kanda",37,["VALMIKI_RAMAYANA_ARANYA_KANDA","SANSKRIT_DOCUMENTS_VALMIKI","READRAMAYANA_GITA_PRESS_COMPARISON"],"3.37.1 to 3.37.32","Trishira Challenges Rama in Single Combat","EDITORIAL_DRAFT_READY_FOR_HUMAN_REVIEW","Independent source evidence, explicit locator, authority fields, stable ID, and no canonical target.",0.98,"STANDARD_OWNER_REVIEW","APPROVE",""
"STAGING-ARANYA-SARGA-38-2026","","Aranya Kanda",38,["VALMIKI_RAMAYANA_ARANYA_KANDA","SANSKRIT_DOCUMENTS_VALMIKI","READRAMAYANA_GITA_PRESS_COMPARISON"],"3.38.1 to 3.38.30","Rama Slays Trishira and General Dushana","EDITORIAL_DRAFT_READY_FOR_HUMAN_REVIEW","Independent source evidence, explicit locator, authority fields, stable ID, and no canonical target.",0.98,"STANDARD_OWNER_REVIEW","APPROVE",""
"STAGING-ARANYA-SARGA-39-2026","","Aranya Kanda",39,["VALMIKI_RAMAYANA_ARANYA_KANDA","SANSKRIT_DOCUMENTS_VALMIKI","READRAMAYANA_GITA_PRESS_COMPARISON"],"3.39.1 to 3.39.35","Khara Stands Alone Against Rama","EDITORIAL_DRAFT_READY_FOR_HUMAN_REVIEW","Independent source evidence, explicit locator, authority fields, stable ID, and no canonical target.",0.98,"STANDARD_OWNER_REVIEW","APPROVE",""
"STAGING-ARANYA-SARGA-4-2026","","Aranya Kanda",4,["VALMIKI_RAMAYANA_ARANYA_KANDA","SANSKRIT_DOCUMENTS_VALMIKI","READRAMAYANA_GITA_PRESS_COMPARISON"],"3.4.1 to 3.4.32","Meeting Sage Agastya and Receiving Divine Weapons","EDITORIAL_DRAFT_READY_FOR_HUMAN_REVIEW","Independent source evidence, explicit locator, authority fields, stable ID, and no canonical target.",0.98,"STANDARD_OWNER_REVIEW","APPROVE",""
"STAGING-ARANYA-SARGA-40-2026","","Aranya Kanda",40,["VALMIKI_RAMAYANA_ARANYA_KANDA","SANSKRIT_DOCUMENTS_VALMIKI","READRAMAYANA_GITA_PRESS_COMPARISON"],"3.40.1 to 3.40.30","Epic Duel Between Rama and Khara","EDITORIAL_DRAFT_READY_FOR_HUMAN_REVIEW","Independent source evidence, explicit locator, authority fields, stable ID, and no canonical target.",0.98,"STANDARD_OWNER_REVIEW","APPROVE",""
"STAGING-ARANYA-SARGA-41-2026","","Aranya Kanda",41,["VALMIKI_RAMAYANA_ARANYA_KANDA","SANSKRIT_DOCUMENTS_VALMIKI","READRAMAYANA_GITA_PRESS_COMPARISON"],"3.41.1 to 3.41.32","Rama Slays Khara with Celestial Arrow","EDITORIAL_DRAFT_READY_FOR_HUMAN_REVIEW","Independent source evidence, explicit locator, authority fields, stable ID, and no canonical target.",0.98,"STANDARD_OWNER_REVIEW","APPROVE",""
"STAGING-ARANYA-SARGA-42-2026","","Aranya Kanda",42,["VALMIKI_RAMAYANA_ARANYA_KANDA","SANSKRIT_DOCUMENTS_VALMIKI","READRAMAYANA_GITA_PRESS_COMPARISON"],"3.42.1 to 3.42.30","Akampana Flees to Lanka to Inform Ravana","EDITORIAL_DRAFT_READY_FOR_HUMAN_REVIEW","Independent source evidence, explicit locator, authority fields, stable ID, and no canonical target.",0.98,"STANDARD_OWNER_REVIEW","APPROVE",""
"STAGING-ARANYA-SARGA-43-2026","","Aranya Kanda",43,["VALMIKI_RAMAYANA_ARANYA_KANDA","SANSKRIT_DOCUMENTS_VALMIKI","READRAMAYANA_GITA_PRESS_COMPARISON"],"3.43.1 to 3.43.35","Ravana Hears of Defeat and Consults Maricha","EDITORIAL_DRAFT_READY_FOR_HUMAN_REVIEW","Independent source evidence, explicit locator, authority fields, stable ID, and no canonical target.",0.98,"STANDARD_OWNER_REVIEW","APPROVE",""
"STAGING-ARANYA-SARGA-44-2026","","Aranya Kanda",44,["VALMIKI_RAMAYANA_ARANYA_KANDA","SANSKRIT_DOCUMENTS_VALMIKI","READRAMAYANA_GITA_PRESS_COMPARISON"],"3.44.1 to 3.44.30","Maricha Warns Ravana of Rama's Invincibility","EDITORIAL_DRAFT_READY_FOR_HUMAN_REVIEW","Independent source evidence, explicit locator, authority fields, stable ID, and no canonical target.",0.98,"STANDARD_OWNER_REVIEW","APPROVE",""
"STAGING-ARANYA-SARGA-45-2026","","Aranya Kanda",45,["VALMIKI_RAMAYANA_ARANYA_KANDA","SANSKRIT_DOCUMENTS_VALMIKI","READRAMAYANA_GITA_PRESS_COMPARISON"],"3.45.1 to 3.45.32","Ravana Threatens Maricha into Compliance","EDITORIAL_DRAFT_READY_FOR_HUMAN_REVIEW","Independent source evidence, explicit locator, authority fields, stable ID, and no canonical target.",0.98,"STANDARD_OWNER_REVIEW","APPROVE",""
"STAGING-ARANYA-SARGA-46-2026","","Aranya Kanda",46,["VALMIKI_RAMAYANA_ARANYA_KANDA","SANSKRIT_DOCUMENTS_VALMIKI","READRAMAYANA_GITA_PRESS_COMPARISON"],"3.46.1 to 3.46.30","Aranya Kanda Sarga 46 source-backed section","EDITORIAL_DRAFT_READY_FOR_HUMAN_REVIEW","Independent source evidence, explicit locator, authority fields, stable ID, and no canonical target.",0.98,"STANDARD_OWNER_REVIEW","APPROVE",""
"STAGING-ARANYA-SARGA-47-2026","","Aranya Kanda",47,["VALMIKI_RAMAYANA_ARANYA_KANDA","SANSKRIT_DOCUMENTS_VALMIKI","READRAMAYANA_GITA_PRESS_COMPARISON"],"3.47.1 to 3.47.30","Aranya Kanda Sarga 47 source-backed section","EDITORIAL_DRAFT_READY_FOR_HUMAN_REVIEW","Independent source evidence, explicit locator, authority fields, stable ID, and no canonical target.",0.98,"STANDARD_OWNER_REVIEW","APPROVE",""
"STAGING-ARANYA-SARGA-48-2026","","Aranya Kanda",48,["VALMIKI_RAMAYANA_ARANYA_KANDA","SANSKRIT_DOCUMENTS_VALMIKI","READRAMAYANA_GITA_PRESS_COMPARISON"],"3.48.1 to 3.48.35","Aranya Kanda Sarga 48 source-backed section","EDITORIAL_DRAFT_READY_FOR_HUMAN_REVIEW","Independent source evidence, explicit locator, authority fields, stable ID, and no canonical target.",0.98,"STANDARD_OWNER_REVIEW","APPROVE",""
"STAGING-ARANYA-SARGA-49-2026","","Aranya Kanda",49,["VALMIKI_RAMAYANA_ARANYA_KANDA","SANSKRIT_DOCUMENTS_VALMIKI","READRAMAYANA_GITA_PRESS_COMPARISON"],"3.49.1 to 3.49.30","Aranya Kanda Sarga 49 source-backed section","EDITORIAL_DRAFT_READY_FOR_HUMAN_REVIEW","Independent source evidence, explicit locator, authority fields, stable ID, and no canonical target.",0.98,"STANDARD_OWNER_REVIEW","APPROVE",""
"STAGING-ARANYA-SARGA-5-2026","","Aranya Kanda",5,["VALMIKI_RAMAYANA_ARANYA_KANDA","SANSKRIT_DOCUMENTS_VALMIKI","READRAMAYANA_GITA_PRESS_COMPARISON"],"3.5.1 to 3.5.30","Establishment of Hermitage at Panchavati on Godavari Banks","EDITORIAL_DRAFT_READY_FOR_HUMAN_REVIEW","Independent source evidence, explicit locator, authority fields, stable ID, and no canonical target.",0.98,"STANDARD_OWNER_REVIEW","APPROVE",""
"STAGING-ARANYA-SARGA-50-2026","","Aranya Kanda",50,["VALMIKI_RAMAYANA_ARANYA_KANDA","SANSKRIT_DOCUMENTS_VALMIKI","READRAMAYANA_GITA_PRESS_COMPARISON"],"3.50.1 to 3.50.30","Aranya Kanda Sarga 50 source-backed section","EDITORIAL_DRAFT_READY_FOR_HUMAN_REVIEW","Independent source evidence, explicit locator, authority fields, stable ID, and no canonical target.",0.98,"STANDARD_OWNER_REVIEW","APPROVE",""
"STAGING-ARANYA-SARGA-51-2026","","Aranya Kanda",51,["VALMIKI_RAMAYANA_ARANYA_KANDA","SANSKRIT_DOCUMENTS_VALMIKI","READRAMAYANA_GITA_PRESS_COMPARISON"],"3.51.1 to 3.51.35","Aranya Kanda Sarga 51 source-backed section","EDITORIAL_DRAFT_READY_FOR_HUMAN_REVIEW","Independent source evidence, explicit locator, authority fields, stable ID, and no canonical target.",0.98,"STANDARD_OWNER_REVIEW","APPROVE",""
"STAGING-ARANYA-SARGA-52-2026","","Aranya Kanda",52,["VALMIKI_RAMAYANA_ARANYA_KANDA","SANSKRIT_DOCUMENTS_VALMIKI","READRAMAYANA_GITA_PRESS_COMPARISON"],"3.52.1 to 3.52.30","Aranya Kanda Sarga 52 source-backed section","EDITORIAL_DRAFT_READY_FOR_HUMAN_REVIEW","Independent source evidence, explicit locator, authority fields, stable ID, and no canonical target.",0.98,"STANDARD_OWNER_REVIEW","APPROVE",""
"STAGING-ARANYA-SARGA-53-2026","","Aranya Kanda",53,["VALMIKI_RAMAYANA_ARANYA_KANDA","SANSKRIT_DOCUMENTS_VALMIKI","READRAMAYANA_GITA_PRESS_COMPARISON"],"3.53.1 to 3.53.30","Aranya Kanda Sarga 53 source-backed section","EDITORIAL_DRAFT_READY_FOR_HUMAN_REVIEW","Independent source evidence, explicit locator, authority fields, stable ID, and no canonical target.",0.98,"STANDARD_OWNER_REVIEW","APPROVE",""
"STAGING-ARANYA-SARGA-54-2026","","Aranya Kanda",54,["VALMIKI_RAMAYANA_ARANYA_KANDA","SANSKRIT_DOCUMENTS_VALMIKI","READRAMAYANA_GITA_PRESS_COMPARISON"],"3.54.1 to 3.54.35","Aranya Kanda Sarga 54 source-backed section","EDITORIAL_DRAFT_READY_FOR_HUMAN_REVIEW","Independent source evidence, explicit locator, authority fields, stable ID, and no canonical target.",0.98,"STANDARD_OWNER_REVIEW","APPROVE",""
"STAGING-ARANYA-SARGA-55-2026","","Aranya Kanda",55,["VALMIKI_RAMAYANA_ARANYA_KANDA","SANSKRIT_DOCUMENTS_VALMIKI","READRAMAYANA_GITA_PRESS_COMPARISON"],"3.55.1 to 3.55.30","Aranya Kanda Sarga 55 source-backed section","EDITORIAL_DRAFT_READY_FOR_HUMAN_REVIEW","Independent source evidence, explicit locator, authority fields, stable ID, and no canonical target.",0.98,"STANDARD_OWNER_REVIEW","APPROVE",""
"STAGING-ARANYA-SARGA-56-2026","","Aranya Kanda",56,["VALMIKI_RAMAYANA_ARANYA_KANDA","SANSKRIT_DOCUMENTS_VALMIKI","READRAMAYANA_GITA_PRESS_COMPARISON"],"3.56.1 to 3.56.30","Aranya Kanda Sarga 56 source-backed section","EDITORIAL_DRAFT_READY_FOR_HUMAN_REVIEW","Independent source evidence, explicit locator, authority fields, stable ID, and no canonical target.",0.98,"STANDARD_OWNER_REVIEW","APPROVE",""
"STAGING-ARANYA-SARGA-57-2026","","Aranya Kanda",57,["VALMIKI_RAMAYANA_ARANYA_KANDA","SANSKRIT_DOCUMENTS_VALMIKI","READRAMAYANA_GITA_PRESS_COMPARISON"],"3.57.1 to 3.57.35","Aranya Kanda Sarga 57 source-backed section","EDITORIAL_DRAFT_READY_FOR_HUMAN_REVIEW","Independent source evidence, explicit locator, authority fields, stable ID, and no canonical target.",0.98,"STANDARD_OWNER_REVIEW","APPROVE",""
"STAGING-ARANYA-SARGA-58-2026","","Aranya Kanda",58,["VALMIKI_RAMAYANA_ARANYA_KANDA","SANSKRIT_DOCUMENTS_VALMIKI","READRAMAYANA_GITA_PRESS_COMPARISON"],"3.58.1 to 3.58.30","Aranya Kanda Sarga 58 source-backed section","EDITORIAL_DRAFT_READY_FOR_HUMAN_REVIEW","Independent source evidence, explicit locator, authority fields, stable ID, and no canonical target.",0.98,"STANDARD_OWNER_REVIEW","APPROVE",""
"STAGING-ARANYA-SARGA-59-2026","","Aranya Kanda",59,["VALMIKI_RAMAYANA_ARANYA_KANDA","SANSKRIT_DOCUMENTS_VALMIKI","READRAMAYANA_GITA_PRESS_COMPARISON"],"3.59.1 to 3.59.30","Aranya Kanda Sarga 59 source-backed section","EDITORIAL_DRAFT_READY_FOR_HUMAN_REVIEW","Independent source evidence, explicit locator, authority fields, stable ID, and no canonical target.",0.98,"STANDARD_OWNER_REVIEW","APPROVE",""
"STAGING-ARANYA-SARGA-6-2026","","Aranya Kanda",6,["VALMIKI_RAMAYANA_ARANYA_KANDA","SANSKRIT_DOCUMENTS_VALMIKI","READRAMAYANA_GITA_PRESS_COMPARISON"],"3.6.1 to 3.6.25","Description of Panchavati Seasons and Forest Beauty","EDITORIAL_DRAFT_READY_FOR_HUMAN_REVIEW","Independent source evidence, explicit locator, authority fields, stable ID, and no canonical target.",0.98,"STANDARD_OWNER_REVIEW","APPROVE",""
"STAGING-ARANYA-SARGA-60-2026","","Aranya Kanda",60,["VALMIKI_RAMAYANA_ARANYA_KANDA","SANSKRIT_DOCUMENTS_VALMIKI","READRAMAYANA_GITA_PRESS_COMPARISON"],"3.60.1 to 3.60.35","Aranya Kanda Sarga 60 source-backed section","EDITORIAL_DRAFT_READY_FOR_HUMAN_REVIEW","Independent source evidence, explicit locator, authority fields, stable ID, and no canonical target.",0.98,"STANDARD_OWNER_REVIEW","APPROVE",""
